id,question,answer
71-E6G2HvGL,What is the number made of?,Chain
71-E6G2HvGL,Does the case have a camera cutout?,Yes
71-E6G2HvGL,What type of mobile accessory is shown?,Case
71-E6G2HvGL,Which brand listed in the keywords is mentioned most often?,Samsung
71-E6G2HvGL,Does the number '10' appear to be centered vertically on the case?,No
71-E6G2HvGL,Is the number '0' formed by a closed loop of the chain?,No
71-E6G2HvGL,Does the design cover the entire back surface?,No
71-E6G2HvGL,Does the design appear to use a mechanical theme?,Yes
41QphTdOpTL,What is the color of the container?,Beige
41QphTdOpTL,What shape is the opening of the container?,Rectangular
41QphTdOpTL,What is the primary material of this object?,Plástico
41QphTdOpTL,Is this object tall?,alto
41QphTdOpTL,What is this object commonly used for?,Basura
41QphTdOpTL,Is this object suitable for an oficina?,Yes
41QphTdOpTL,Does the appearance suggest the container is Delgado?,Yes
41QphTdOpTL,Could this container potentially be 13 Gal?,Yes
41QphTdOpTL,Can this container be utilized for Reciclaje?,Yes
41QphTdOpTL,Is this object suitable for Comercial purposes?,Yes
71F+Nj2i9+L,What brand name is visible?,amazonbasics
71F+Nj2i9+L,What type of optical disc is this?,DVD
71F+Nj2i9+L,What number of discs is stated on the label?,30
71F+Nj2i9+L,What is the maximum writing speed listed?,8X
71F+Nj2i9+L,What letter on the label indicates recording capability?,R
71F+Nj2i9+L,What Spanish word from the list relates to writing?,Escritura
71F+Nj2i9+L,What is the capacity per disc in GB?,8.5
71F+Nj2i9+L,What is the maximum recording time in minutes?,240
71F+Nj2i9+L,"Does the label show ""RW""?",No
71F+Nj2i9+L,What Spanish word from the list means 'discs'?,Discos
61M5MtDMI6L,How many boxes are displayed in the image?,Three
61M5MtDMI6L,Are these storage boxes made of fabric?,Yes
61M5MtDMI6L,Do the storage boxes have handles?,Yes
61M5MtDMI6L,Are these items intended for storage?,Yes
61M5MtDMI6L,Are lids visible on the boxes in the image?,No
61M5MtDMI6L,"Based on the provided list, what brand is associated with these items?",Solimo
61M5MtDMI6L,"According to the provided terms, are these boxes foldable?",Yes
61M5MtDMI6L,"The list mentions 'Black', but what color is the main pattern besides white?",Grey
61M5MtDMI6L,The list includes 'storage bag'; are these items bags?,No
61M5MtDMI6L,Does the provided list describe these items as a 'set'?,Yes
718GTwv4feL,What type of jewelry item is depicted in the image?,EARRING
718GTwv4feL,What color is the metal setting of the earrings?,Rose
718GTwv4feL,How many small stones are set on the upper part of each earring?,Three
718GTwv4feL,What is the shape of the larger hanging stone?,Pear
718GTwv4feL,"According to the metadata, is this item suitable as a gift?",Yes
718GTwv4feL,"Based on the visual effect of the large stone, what treatment might it have?",Mystic
718GTwv4feL,For what holiday listed in the metadata might this item be a gift?,Christmas
718GTwv4feL,"What color effect does the large stone exhibit, besides its base color?",Iridescent
718GTwv4feL,Is the earring attachment type a hoop or a post?,Post
718GTwv4feL,What Japanese term in the metadata suggests the gift receiver has good taste?,センスいい
71g-wtmCiML,What is the primary object shown?,case
71g-wtmCiML,What kind of device is this cover made for?,Samsung
71g-wtmCiML,What time of day is suggested by the sky?,sunset
71g-wtmCiML,What object is on the ground in the image?,bottle
71g-wtmCiML,What brand name is mentioned for the product?,Solimo
71g-wtmCiML,Is the cover displaying a picture of the product itself?,No
71g-wtmCiML,Is the scene on the cover taking place indoors?,No
71g-wtmCiML,Are the lights inside the bottle illuminating?,Yes
71g-wtmCiML,Is the sky in the background entirely blue?,No
71g-wtmCiML,Does the description list this product as having only one color?,No
71l2ReHwyiL,What is the primary item in the image?,Case
71l2ReHwyiL,What pattern is on the case?,Flowers
71l2ReHwyiL,What is the main color of the design?,Purple
71l2ReHwyiL,Is this case a front or back cover?,Back
71l2ReHwyiL,What brand is associated with the product?,Amazon
71l2ReHwyiL,What material is listed for the case construction?,Silicone
71l2ReHwyiL,What kind of design category is mentioned?,Designer
71l2ReHwyiL,What phone manufacturer is mentioned?,Redmi
71l2ReHwyiL,Is the case explicitly described as flexible?,Yes
71l2ReHwyiL,Does the case image show a camera cutout?,Yes
81mTNOQ5teL,What type of object is this?,Case
81mTNOQ5teL,Is this the front or back?,Back
81mTNOQ5teL,Does it have a camera cutout?,Yes
81mTNOQ5teL,Does it have a bottom cutout?,Yes
81mTNOQ5teL,What color is the texture?,Gray
81mTNOQ5teL,Is the object rigid?,Yes
81mTNOQ5teL,Is the design plain?,No
81mTNOQ5teL,Is a logo visible?,No
81mTNOQ5teL,Does the object look metallic?,Yes
81mTNOQ5teL,Is this a flip-case?,No
61izWvhHJYL,What color is the hanging organizer?,Beige
61izWvhHJYL,How many sections does the organizer have?,Six
61izWvhHJYL,What item is placed on the second shelf from the top?,Bag
61izWvhHJYL,What color are the folded clothes on the third shelf?,Grey
61izWvhHJYL,What pattern is on the item on the fifth shelf?,Stars
61izWvhHJYL,What category describes the item on the fourth shelf?,Plush
61izWvhHJYL,What material does the brown bag appear to be?,Leather
61izWvhHJYL,Are the containers on the top shelf boxes?,Boxes
61izWvhHJYL,How many hooks are at the top?,Two
61izWvhHJYL,Does every shelf contain items?,Yes
71hY1P+xteL,What item is in the image?,Case
71hY1P+xteL,What color is the background?,Green
71hY1P+xteL,What kind of pattern is on the case?,Gifts
71hY1P+xteL,What shape is the camera hole?,Oval
71hY1P+xteL,Are there different colors of gifts?,Yes
71hY1P+xteL,How many large rectangular gifts are fully visible?,Two
71hY1P+xteL,What color is the circular design?,Orange
71hY1P+xteL,What color is the diagonally patterned square gift?,Yellow
71hY1P+xteL,Are any blue elements visible?,Yes
71hY1P+xteL,What color is the gift box with a pink ribbon?,Pink
611J6uwIOPL,What color are the small stones on the ring?,Yellow
611J6uwIOPL,What is the primary color of the ring band?,Silver
611J6uwIOPL,How many bands appear to cross over?,Two
611J6uwIOPL,Is the main ring band smooth?,Yes
611J6uwIOPL,Does the ring feature a single large center stone?,No
611J6uwIOPL,How many bands on the ring are adorned with stones?,One
611J6uwIOPL,What specific type of jewelry item is displayed?,Ring
611J6uwIOPL,What shape do the individual yellow stones appear to be?,Round
611J6uwIOPL,"At the central crossing point, which band appears to be on top?",Upper
611J6uwIOPL,"Based on the stone placement and band structure, is the design symmetrical?",No
51Fu2OvpL+L,What color is the file holder?,Black
51Fu2OvpL+L,What type of item is placed inside the holder?,Folder
51Fu2OvpL+L,How many items resembling folders are visible inside the holder?,One
51Fu2OvpL+L,What is the main color of the item inside the holder?,Yellow
51Fu2OvpL+L,Is this object designed to be mounted on a wall?,Yes
51Fu2OvpL+L,Is the file holder completely empty?,No
51Fu2OvpL+L,Is the tab of the visible folder on the right side?,Yes
51Fu2OvpL+L,Does the file holder appear to be made of plastic material?,Yes
51Fu2OvpL+L,Is the object shown a form of organizer?,Yes
51Fu2OvpL+L,Are there multiple file folders clearly visible within the holder?,No
61lkQCrmWFL,What is the main subject of the design?,Kitten
61lkQCrmWFL,What color is the kitten?,White
61lkQCrmWFL,What color is the bow on the kitten's head?,Pink
61lkQCrmWFL,What type of item is shown?,Case
61lkQCrmWFL,What is the primary background color?,Pink
61lkQCrmWFL,What shape outlines the camera area on the back?,Rectangle
61lkQCrmWFL,Do the edges of the case appear translucent?,Yes
61lkQCrmWFL,What texture does the case material suggest?,Smooth
61lkQCrmWFL,What design style is depicted for the kitten?,Cartoon
61lkQCrmWFL,Does the case appear rigid or flexible?,Soft
61szmjKpuwL,What is the main color of the device?,Green
61szmjKpuwL,What word is written on the gauge?,OXYGEN
61szmjKpuwL,What type of medical device is shown?,Regulator
61szmjKpuwL,What word is on the side of the device?,EVEROXYGEN
61szmjKpuwL,What gas is this device used with?,Oxygen
61szmjKpuwL,What specific number follows 'CGA' on the device?,870
61szmjKpuwL,What unit of pressure is displayed on the outer scale of the gauge?,PSI
61szmjKpuwL,What is the main purpose of this device regarding gas flow?,Control
61szmjKpuwL,What standard governs the connector type?,CGA
61szmjKpuwL,"Based on the gauge reading, is the tank pressure currently high or low?",Low
71vAFB98nDL,What type of item is shown in the image?,Cover
71vAFB98nDL,What is the brand name of the item?,Classic
71vAFB98nDL,What is one of the main colors of the cover?,Beige
71vAFB98nDL,In what outdoor area is this item typically used?,Patio
71vAFB98nDL,Is the cover water resistant?,Yes
71vAFB98nDL,What specific Classic Accessories collection is referenced in the text?,Ravenna
71vAFB98nDL,What company is listed as selling the item?,Amazon
71vAFB98nDL,"Besides furniture, what other outdoor item is explicitly mentioned in the text as being covered?",Grill
71vAFB98nDL,Name one type of frozen precipitation the cover protects against.,Sleet
71vAFB98nDL,What is the English translation of the color 'Galet'?,Pebble
81wKZtF6yfL,What object is shown in the image?,Case
81wKZtF6yfL,What is the shape in the middle of the case?,Heart
81wKZtF6yfL,What is the primary material mentioned for the case?,Silicone
81wKZtF6yfL,Are there different colors on the case?,Yes
81wKZtF6yfL,What is the shiny material on the case background?,Glitter
81wKZtF6yfL,How many main colored glitter stripes are visible?,Three
81wKZtF6yfL,What are the shiny bits outlining the heart?,Stones
81wKZtF6yfL,For which phone model is this case specified?,Redmi
81wKZtF6yfL,Is the case described as rigid or flexible?,Flexible
81wKZtF6yfL,Is the case plain or patterned?,Patterned
81tqIZSnevL,What color is the wallet?,Black
81tqIZSnevL,Is the wallet open or closed?,Closed
81tqIZSnevL,What type of product is shown?,Wallet
81tqIZSnevL,Is there a visible logo on the wallet?,Yes
81tqIZSnevL,What is the primary material of the wallet?,Leather
81tqIZSnevL,"According to the metadata, is this item luggage?",Yes
81tqIZSnevL,What gender is the wallet specified for in the metadata?,Men
81tqIZSnevL,Can you see any prominent stitching on the edges?,No
81tqIZSnevL,What is the brand name embossed on the front?,Eono
81tqIZSnevL,Is the wallet lying flat or standing?,Standing
61abf0KLGmL,1 What color is the boot?,1 Black
61abf0KLGmL,2 What type of footwear is pictured?,2 Boot
61abf0KLGmL,3 Does the boot have a zipper?,3 Yes
61abf0KLGmL,4 Does the boot have a high heel?,4 No
61abf0KLGmL,5 What material does the boot appear to be made of?,5 Suede
61abf0KLGmL,6 What is attached to the zipper pull?,6 Tassel
61abf0KLGmL,7 Does the boot have laces?,7 No
61abf0KLGmL,8 On which side of the boot is the zipper located?,8 Outside
61abf0KLGmL,9 What shape is the heel?,9 Block
61abf0KLGmL,10 What shape is the toe?,10 Almond
81K1FUE8veL,What is the main object shown in the image?,Case
81K1FUE8veL,What is the final word in the phrase written on the case?,EASY
81K1FUE8veL,What style of lettering is used for the phrase?,Graffiti
81K1FUE8veL,Does the object appear to have a texture?,Yes
81K1FUE8veL,Is this object designed to protect the screen of a phone?,No
81K1FUE8veL,"What material is the case most likely made of, based on the provided items?",Silicone
81K1FUE8veL,"According to the list, is this a designer case?",Yes
81K1FUE8veL,What specific phone model is this case listed as compatible with?,J7
81K1FUE8veL,What is the primary method used to apply the design onto the case?,Printed
81K1FUE8veL,What is the brand associated with this item?,Solimo
71SaOKqTwZL,What kind of object is displayed?,Case
71SaOKqTwZL,What is the most prominent color on the case design?,Blue
71SaOKqTwZL,Is there a cutout visible for a camera?,Yes
71SaOKqTwZL,Is the case potentially described as 'hard' in the list?,Yes
71SaOKqTwZL,Does the design on the case appear to be a literal image of a person?,No
71SaOKqTwZL,"Based on the list, which specific phone brand is mentioned multiple times?",LG
71SaOKqTwZL,Can you describe the visual style of the design in one word related to its texture?,Textured
71SaOKqTwZL,Does the design appear flat or have a sense of visual depth?,Depth
71SaOKqTwZL,"Is ""Amazon"" mentioned in relation to a brand name?",Yes
71SaOKqTwZL,"Is ""Nokia"" mentioned as a potential phone brand for this case?",Yes
71f1zFb6OYL,What product is this?,Case
71f1zFb6OYL,What animal is on it?,Panda
71f1zFb6OYL,What color are the pandas?,Black
71f1zFb6OYL,Is it a back cover?,Yes
71f1zFb6OYL,Are there many pandas?,Yes
71f1zFb6OYL,Is the case flexible?,Yes
71f1zFb6OYL,Does the pattern look textured?,No
71f1zFb6OYL,Is the cover multicolor?,No
71f1zFb6OYL,Does the pattern look printed?,Yes
71f1zFb6OYL,Is the brand shown?,No
7172msjOuvL,What item of clothing is shown?,Shoe
7172msjOuvL,What color is the bottom part of the shoe?,Black
7172msjOuvL,Does the strap have a pattern?,Yes
7172msjOuvL,How many shoes are in the image?,One
7172msjOuvL,Is the sole high or flat?,Flat
7172msjOuvL,What pattern is on the strap?,Tiger
7172msjOuvL,How does the strap fasten?,Tied
7172msjOuvL,What is the primary material of the strap?,Fabric
7172msjOuvL,What two colors are predominantly in the strap pattern?,Orange
7172msjOuvL,How many main bands of strap cross the foot in the front?,One
81AqOLvJ5RL,What type of bedding item is shown?,Blanket
81AqOLvJ5RL,What color is the outer part of the roll?,Pistachio
81AqOLvJ5RL,What is the color of the folded piece?,Walnut
81AqOLvJ5RL,What material is listed for this product?,Cotton
81AqOLvJ5RL,What brand is associated with this item?,Amazon
81AqOLvJ5RL,"Based on the provided list, is this item sized for a single or double bed?",Double
81AqOLvJ5RL,Does the surface of the item appear smooth or textured?,Textured
81AqOLvJ5RL,"What common bedding type, besides 'blanket', is listed and visible?",Comforter
81AqOLvJ5RL,"According to the list, is this item suitable for warm or cool seasons?",Summer
81AqOLvJ5RL,What term in the list suggests its use with specific climate control?,AC
71Wml0M77qL,What color is the umbrella canopy?,Black
71Wml0M77qL,Is the umbrella open?,Yes
71Wml0M77qL,Is this a folding umbrella?,Yes
71Wml0M77qL,Does the image show the handle?,Yes
71Wml0M77qL,Is the background of the image white?,Yes
71Wml0M77qL,Can you see a ventilation feature on the umbrella canopy?,No
71Wml0M77qL,Does the image show the umbrella closed?,No
71Wml0M77qL,"Can you tell if this specific umbrella has a ""one-touch"" opening mechanism from the image?",No
71Wml0M77qL,Is the umbrella being held by a person in the image?,No
71Wml0M77qL,Is this umbrella likely for rain protection?,Yes
61p3Ae2316L,What type of jewelry is pictured?,EARRING
61p3Ae2316L,How many earrings are displayed?,Two
61p3Ae2316L,What material are the earrings made from?,Silver
61p3Ae2316L,What color are the stones at the top of the earrings?,Blue
61p3Ae2316L,What color are the stones at the bottom of the earrings?,Orange
61p3Ae2316L,How many distinct colors are visible in the stones on each earring?,Four
61p3Ae2316L,Is the color sequence of the stones identical on both earrings?,Yes
61p3Ae2316L,How many individual stones are set on each earring?,Eight
61p3Ae2316L,What color are the stones located directly above the orange stones?,Yellow
61p3Ae2316L,What is the approximate shape of the stones used?,Round
71KfODD6-TL,What kind of object is shown?,Hamper
71KfODD6-TL,What is the color of the object?,Gray
71KfODD6-TL,What word is written on the tag?,UMI
71KfODD6-TL,Does the object have a handle?,Yes
71KfODD6-TL,Is this object used for storage?,Yes
71KfODD6-TL,What is the object most likely made of?,Fabric
71KfODD6-TL,Which side is the tag attached to?,Left
71KfODD6-TL,Is the handle straight or curved?,Curved
71KfODD6-TL,Are there any feet on the bottom?,Yes
71KfODD6-TL,Is the object collapsible?,Yes
61h8vDgZxvL,What is the color of the object?,White
61h8vDgZxvL,What kind of office product is this?,Holder
61h8vDgZxvL,Is the object on a white background?,Yes
61h8vDgZxvL,Is the item empty?,Yes
61h8vDgZxvL,Does the item have a flat bottom?,Yes
61h8vDgZxvL,Is this object likely from the AmazonBasics brand?,Yes
61h8vDgZxvL,Is the back side taller than the front side?,Yes
61h8vDgZxvL,Does the object appear to be made of plastic?,Yes
61h8vDgZxvL,Is the opening angled downwards towards the front?,Yes
61h8vDgZxvL,Is the item standing upright?,Yes
81Ql8jjv+1L,What object is shown?,case
81Ql8jjv+1L,What is the main color at the bottom?,blue
81Ql8jjv+1L,Does the design look abstract?,yes
81Ql8jjv+1L,Is there a camera cutout visible?,yes
81Ql8jjv+1L,Is the color orange present in the design?,yes
81Ql8jjv+1L,"Based on the keywords, what type of material is suggested for the case?",hard
81Ql8jjv+1L,"Based on the keywords, what printing technique is mentioned?",3D
81Ql8jjv+1L,"Based on the keywords, which phone brand is this case intended for?",microsoft
81Ql8jjv+1L,"Based on the keywords, what is a potential brand name?",solimo
81Ql8jjv+1L,"Considering the keywords, what part of the phone does this item cover?",back
7157l5nnAUL,What famous landmark is printed on the case?,Eiffel
7157l5nnAUL,What type of mobile accessory is shown?,Case
7157l5nnAUL,What is the dominant color of the tower depicted?,Gold
7157l5nnAUL,"According to the labels, what general category does this item belong to?",Case
7157l5nnAUL,Is the Amazon brand listed among the labels?,Yes
7157l5nnAUL,"Based on the labels, is it possible this case fits a Huawei phone?",Yes
7157l5nnAUL,What distinct color is the background sky in the picture?,Pink
7157l5nnAUL,The case's camera cutout is positioned near the what of the tower?,Top
7157l5nnAUL,What part of the day does the sky color likely represent?,Dusk
7157l5nnAUL,"Considering typical phone cases, what material is this likely made of?",Plastic
615PoLI3ESL,What type of item is shown in the image?,Case
615PoLI3ESL,What is the background color of the phone case?,Black
615PoLI3ESL,Does the case have a pattern?,Yes
615PoLI3ESL,What brand is mentioned in the product information?,Solimo
615PoLI3ESL,Is the phone screen shown alongside the case?,Yes
615PoLI3ESL,What specific phone model is this case designed for?,Huawei
615PoLI3ESL,Is the case described as transparent in the text?,Yes
615PoLI3ESL,What type of natural pattern is on the case?,Floral
615PoLI3ESL,What digit is visible at the bottom of the phone screen?,Eight
615PoLI3ESL,Is the case described as slim in the text?,Yes
61qDJ8WR7-L,What items are shown in the image?,Brushes
61qDJ8WR7-L,What color is the pouch holding the brushes?,Black
61qDJ8WR7-L,How many makeup brushes are visible?,Fourteen
61qDJ8WR7-L,What material are the brush bristles?,Synthetic
61qDJ8WR7-L,What color are the handles?,Black
61qDJ8WR7-L,What facial makeup does the description suggest for the largest brush?,Foundation
61qDJ8WR7-L,What specific use for the eye area is mentioned for these brushes?,Eyeshadow
61qDJ8WR7-L,What term describes the level of the set mentioned in the text?,Professional
61qDJ8WR7-L,"Besides foundation, what face makeup use is listed?",Blush
61qDJ8WR7-L,What brand is associated with this set?,Eono
71dH-v7pmWL,What color is the seat fabric?,Green
71dH-v7pmWL,How many bar stools are shown?,Two
71dH-v7pmWL,What color are the legs?,Black
71dH-v7pmWL,Do the stools have backrests?,Yes
71dH-v7pmWL,What type of furniture item is displayed?,Stool
71dH-v7pmWL,"Based on the image, are these stools height adjustable?",No
71dH-v7pmWL,Do the stools appear to be part of a set of two?,Yes
71dH-v7pmWL,What brand is associated with these stools in the data?,Movian
71dH-v7pmWL,Can you see any armrests on the stools?,No
71dH-v7pmWL,Is the leg structure shown as fixed?,Yes
917Hkl-PoxL,What is the main color of the bag?,Green
917Hkl-PoxL,What type of item is shown?,Wallet
917Hkl-PoxL,What color is the accent trim?,Beige
917Hkl-PoxL,Is the bag closed?,Yes
917Hkl-PoxL,What color is the metal hardware?,Gold
917Hkl-PoxL,Does the main body material appear woven?,Yes
917Hkl-PoxL,Is there a handle visible on the bag?,No
917Hkl-PoxL,Does the clasp look simple or decorative?,Decorative
917Hkl-PoxL,"Based on descriptions, is this item for daily use?",Yes
917Hkl-PoxL,Who is this accessory typically for?,Women
61jDz9ONUnL,What is the main color of the glass?,Clear
61jDz9ONUnL,Is this object a drinking cup?,Yes
61jDz9ONUnL,Is the glass empty?,Yes
61jDz9ONUnL,Does the glass have a stem?,Yes
61jDz9ONUnL,Is the base of the glass circular?,Yes
61jDz9ONUnL,Could this standard-sized glass hold a whole bottle of wine?,No
61jDz9ONUnL,"Based on its shape, is this glass a coupe glass?",No
61jDz9ONUnL,Is this glass likely considered a 'giant' wine glass?,No
61jDz9ONUnL,Would this type of glass commonly be used for drinking wine?,Yes
61jDz9ONUnL,Are there multiple glasses shown in the image?,No
61V0iEsC-IL,What is the main item shown?,Case
61V0iEsC-IL,What letter is printed on the case?,L
61V0iEsC-IL,What is the primary color used?,Blue
61V0iEsC-IL,Is a phone camera cutout visible?,Yes
61V0iEsC-IL,Are there decorative border elements?,Yes
61V0iEsC-IL,What brand's logo is visible on the case?,Motorola
61V0iEsC-IL,What company manufactures the phone this case is for?,Motorola
61V0iEsC-IL,What is the style of the gold designs?,Swirling
61V0iEsC-IL,"According to the provided text, what brand is associated with this item?",Solimo
61V0iEsC-IL,Does the case in the image show a Vivo logo?,No
61UxQpjefWL,What is the product shown in the image?,Case
61UxQpjefWL,What is the primary color of the cover?,Pink
61UxQpjefWL,What animal is depicted on the cover design?,Owls
61UxQpjefWL,Is this a hard or soft type of cover?,Hard
61UxQpjefWL,What is the main theme of the cover design?,Love
61UxQpjefWL,What material is the cover likely made from?,Polycarbonate
61UxQpjefWL,What brand might be associated with this product?,Solimo
61UxQpjefWL,Can this cover fit an Oppo Reno Ace phone?,Yes
61UxQpjefWL,Can this cover fit a Realme X2 Pro phone?,Yes
61UxQpjefWL,What process was used to apply the design?,Printed
71+FMcC9hUL,What material is the necklace made of?,Gold
71+FMcC9hUL,What is attached to the chain?,Pendant
71+FMcC9hUL,Is the pendant shaped like a letter?,Yes
71+FMcC9hUL,Is the necklace considered initial jewelry?,Yes
71+FMcC9hUL,What is the general color of the necklace?,Gold
71+FMcC9hUL,What specific letter is the pendant?,M
71+FMcC9hUL,Is the chain of the necklace visible?,Yes
71+FMcC9hUL,"Based on its appearance, is the gold likely yellow?",Yes
71+FMcC9hUL,Is the necklace considered a charm necklace?,Yes
71+FMcC9hUL,Does the chain appear smooth or twisted?,Twisted
61ZhPQRybzL,What is the brand name of the product?,Basic
61ZhPQRybzL,What is the general type of product?,Spray
61ZhPQRybzL,Is the product non-drowsy or drowsy?,Non
61ZhPQRybzL,How many hours of relief are advertised?,24
61ZhPQRybzL,How many individual bottles are included?,3
61ZhPQRybzL,What class of drug is the active ingredient?,Glucocorticoid
61ZhPQRybzL,What specific nasal symptom involving liquid discharge is mentioned?,Runny
61ZhPQRybzL,What is the primary active ingredient's name?,Fluticasone
61ZhPQRybzL,What quantity in micrograms is in each spray?,50
61ZhPQRybzL,Which well-known allergy product is it compared against?,Flonase
715LChFZz+L,What kind of oil is in the bottle?,Corn
715LChFZz+L,What color is the cap?,Yellow
715LChFZz+L,What word is written largest on the label?,CORN
715LChFZz+L,What is the first word of the brand name?,Happy
715LChFZz+L,What plant is illustrated on the label?,Corn
715LChFZz+L,What cooking method is mentioned on the label?,Cooking
715LChFZz+L,"What word precedes ""Belly"" in the blue logo?",Happy
715LChFZz+L,What is the primary color of the oil?,Yellow
715LChFZz+L,What shape is the brand logo?,Circle
715LChFZz+L,What substance fills the bottle?,Oil
910RjFijSOL,What color is the plate?,Blue
910RjFijSOL,Is there rice in the bowl?,Yes
910RjFijSOL,Are there red onions in the salad?,Yes
910RjFijSOL,What is the main color of the greens?,Green
910RjFijSOL,Is the food served in a bowl?,Yes
910RjFijSOL,What texture describes the meat component?,Chopped
910RjFijSOL,Are the red pepper pieces sliced or whole?,Sliced
910RjFijSOL,What is the apparent condition of the rice grains?,Fluffy
910RjFijSOL,Is the protein coated in a sauce?,Sauced
910RjFijSOL,What category of cuisine might this be?,Asian
71jCEWyhJIL,What is the main item shown?,Case
71jCEWyhJIL,What animal is carrying the building?,Snail
71jCEWyhJIL,What color is the house painted?,Yellow
71jCEWyhJIL,How many blue windows are visible?,Three
71jCEWyhJIL,Is the print realistic?,No
71jCEWyhJIL,What is the dominant background color?,Yellow
71jCEWyhJIL,What is the texture of the ground?,Stone
71jCEWyhJIL,Does the house have a chimney?,No
71jCEWyhJIL,What part of the phone does this cover?,Back
71jCEWyhJIL,How many levels does the house have?,Two
71WlFSb5aQL,What type of beans is shown on the can?,Black
71WlFSb5aQL,What is the number in the brand logo?,365
71WlFSb5aQL,"Does the label say ""No Salt Added""?",Yes
71WlFSb5aQL,What color are the beans shown in the bowl?,Black
71WlFSb5aQL,What is the net weight in ounces?,15
71WlFSb5aQL,Is this product Non-GMO Project Verified?,Yes
71WlFSb5aQL,What is the second unit of weight listed besides ounces?,grams
71WlFSb5aQL,"What color is the large text ""Black Beans""?",Purple
71WlFSb5aQL,Is this product certified organic?,Yes
71WlFSb5aQL,What is the full name of the market associated with the brand?,Whole
91S-ggQtOSL,What type of footwear is shown?,Shoe
91S-ggQtOSL,What is the main color of the shoe?,Grey
91S-ggQtOSL,Does the shoe have laces?,Yes
91S-ggQtOSL,What color is the sole?,White
91S-ggQtOSL,Is this shoe typically for men or women?,Men
91S-ggQtOSL,What is the specific fabric texture mentioned?,Melange
91S-ggQtOSL,What color is the small patch near the eyelets?,Brown
91S-ggQtOSL,Is this shoe a loafer?,No
91S-ggQtOSL,What brand is mentioned in the text?,Symbol
91S-ggQtOSL,Is the side of the sole smooth?,Yes
61+JWL7o4-L,What type of product is pictured?,Olive
61+JWL7o4-L,How many containers are shown?,Four
61+JWL7o4-L,What is the main color of the containers?,Red
61+JWL7o4-L,Is this extra virgin oil?,Yes
61+JWL7o4-L,Do the containers have a rectangular shape?,Yes
61+JWL7o4-L,Is text visible below the tree design?,Yes
61+JWL7o4-L,Are the containers stacked on top of each other?,No
61+JWL7o4-L,Is a circular logo visible on the front?,Yes
61+JWL7o4-L,Is this type of oil typically used for salads?,Yes
61+JWL7o4-L,Is the complete brand name visible on the tins?,No
713FekyGZQL,What is the main item shown?,Case
713FekyGZQL,What is the background color of the phone case?,Purple
713FekyGZQL,What type of candy is shown on the case?,Lollipops
713FekyGZQL,What Samsung phone model is this case for?,M31
713FekyGZQL,"According to the text, what brand is this product?",Solimo
713FekyGZQL,How many round lollipops are fully visible in the picture?,Six
713FekyGZQL,What is the product category listed in the text?,CASE
713FekyGZQL,Are the lollipops on the case simple or are they covered in something?,Decorated
713FekyGZQL,What feature is visible in the top left cut-out of the case?,Camera
713FekyGZQL,Do all the lollipops pictured have the same color?,No
71lvYo9ZRCL,What color is the flat sheet?,White
71lvYo9ZRCL,Is this item used for a bed?,Yes
71lvYo9ZRCL,Is the sheet folded?,Yes
71lvYo9ZRCL,Is this a fitted sheet or a flat sheet?,Flat
71lvYo9ZRCL,Does the image show a patterned sheet?,No
71lvYo9ZRCL,"Can the brand name ""Pinzon by Amazon"" be read in the image?",No
71lvYo9ZRCL,"Based solely on the image, can you confirm the material is Percale?",No
71lvYo9ZRCL,Does the appearance of the sheet strongly suggest a high degree of softness?,No
71lvYo9ZRCL,Is the color of the sheet Blue as listed in the hints?,No
71lvYo9ZRCL,Can the specific size of the sheet be determined from this image?,No
61k0FuQdoGL,What item is pictured?,Case
61k0FuQdoGL,What color is the letter on the case?,Gold
61k0FuQdoGL,What letter is displayed in the center?,R
61k0FuQdoGL,What is the main color of the case?,Blue
61k0FuQdoGL,What shape are the gold decorative elements?,Swirly
61k0FuQdoGL,What texture is visible on the central blue area?,Textured
61k0FuQdoGL,What feature is located below the vertical camera cutout?,Sensor
61k0FuQdoGL,How many primary camera lenses fit in the top cutout shape?,Two
61k0FuQdoGL,What word describes the style of the gold decoration?,Ornate
61k0FuQdoGL,What is the overall visual theme?,Elegant
6173xo2tQ6L,What object is pictured?,Mattress
6173xo2tQ6L,What is the main color of the side panel?,Grey
6173xo2tQ6L,Is the top surface flat?,No
6173xo2tQ6L,Is this item for sleeping?,Yes
6173xo2tQ6L,Does the item have corners?,Yes
6173xo2tQ6L,"What type of coil is suggested by the term ""Bobina de bolsillos""?",Pocketed
6173xo2tQ6L,How might this mattress be packaged for delivery according to the terms?,Box
6173xo2tQ6L,"Based on the Spanish term ""Firma"", what feel might the mattress have?",Firm
6173xo2tQ6L,"What season is mentioned in the Spanish term ""Primavera""?",Spring
6173xo2tQ6L,Are any mattress brands named in the associated terms?,Yes
810+vAlQdfL,What is the color of the furniture?,Indigo
810+vAlQdfL,What type of furniture item is this?,Ottoman
810+vAlQdfL,What material is the ottoman covered in?,Fabric
810+vAlQdfL,Are decorative studs visible?,Yes
810+vAlQdfL,How many legs are supporting the ottoman?,Four
810+vAlQdfL,What specific type of decorative trim is along the lower edge?,Studs
810+vAlQdfL,"Given its design, could this potentially serve as a storage unit?",Yes
810+vAlQdfL,Does the upholstered surface appear flat or textured?,Flat
810+vAlQdfL,Is there visible piping along the top cushion's seam?,Yes
