id,question,answer,original_index,predicted_answer,ground_truth_normalized
61LdR3rtbjL,What material is specified for the case?,Silicone,27013,plastic,silicone
31w0oYZ6gdL,1 What color is the bedding?,1 Black,27014,black,1 black
31w0oYZ6gdL,2 What is the main piece of furniture?,2 Bed,27015,bed,2 bed
31w0oYZ6gdL,3 How many pillows are on the bed?,3 One,27016,2,3 one
31w0oYZ6gdL,4 What item is on the left side?,4 Table,27017,night stand,4 table
31w0oYZ6gdL,5 What color is the geometric pattern on the headboard?,5 Black,27018,white,5 black
31w0oYZ6gdL,6 How many distinct items are on the side table?,6 Two,27019,4,6 two
31w0oYZ6gdL,7 What material covers the main part of the headboard?,7 Fabric,27020,glass,7 fabric
31w0oYZ6gdL,8 What color is the smaller box on the table?,8 Teal,27021,blue,8 teal
31w0oYZ6gdL,9 How many large padded sections make up the headboard?,9 Four,27022,2,9 four
31w0oYZ6gdL,10 What shape is the visible pillow?,10 Square,27023,square,10 square
81e2BebNzfL,What type of accessory is shown in the image?,Case,27024,phone,case
81e2BebNzfL,What is the primary color of the phone case?,Pink,27025,pink,pink
81e2BebNzfL,Is there a fictional character depicted on the case?,Yes,27026,yes,yes
81e2BebNzfL,What animal is the character on the case?,Cat,27027,cat,cat
81e2BebNzfL,What is located at the top of the case cutout?,Camera,27028,cat,camera
81e2BebNzfL,"According to the provided list, which brand of phone might this case fit?",Asus,27029,samsung,asus
81e2BebNzfL,Does the case appear to have a smooth or textured finish?,Textured,27030,smooth,textured
81e2BebNzfL,What geometric shape encloses the main character design?,Circle,27031,circle,circle
81e2BebNzfL,Are there visible spots or dots on the case?,Yes,27032,yes,yes
81e2BebNzfL,Is the camera cutout orientation horizontal or vertical?,Horizontal,27033,vertical,horizontal
71yo8zqY5YL,What type of item is shown?,Case,27034,phone,case
71yo8zqY5YL,What is the main color of the flowers?,Blue,27035,blue,blue
71yo8zqY5YL,Is this the front or back cover?,Back,27036,front,back
71yo8zqY5YL,Does the case have cutouts for a camera?,Yes,27037,yes,yes
71yo8zqY5YL,Is this item for a phone or a tablet?,Phone,27038,phone,phone
71yo8zqY5YL,"According to the provided list, could this be an Asus Zenfone case?",Yes,27039,yes,yes
71yo8zqY5YL,Does the design feature predominantly bright colors?,No,27040,yes,no
71yo8zqY5YL,"Based on the image, is this accessory a full wrap-around cover?",No,27041,no,no
71yo8zqY5YL,Could this item be described as a mobile panel?,Yes,27042,yes,yes
71yo8zqY5YL,Are the visible stems light green?,No,27043,no,no
71MbZ17fikL,What is the main color of the case?,Blue,27044,blue,blue
71MbZ17fikL,What is on the case?,Smiley,27045,face,smiley
71MbZ17fikL,What type of product is this?,Cover,27046,cell phone,cover
71MbZ17fikL,How many eyes does the face have?,Two,27047,2,two
71MbZ17fikL,Is it a back cover?,Back,27048,yes,back
71MbZ17fikL,What material is the cover made of?,Polycarbonate,27049,plastic,polycarbonate
71MbZ17fikL,Is a compatible phone model Note?,Note,27050,yes,note
71MbZ17fikL,Is the design described as happy?,Happy,27051,yes,happy
71MbZ17fikL,Is the brand Amazon?,Amazon,27052,no,amazon
71MbZ17fikL,Is it considered a printed cover?,Printed,27053,yes,printed
61E0rSbKseL,What color are the curtains?,Beige,27054,white,beige
61E0rSbKseL,How many curtain panels are shown?,Two,27055,2,two
61E0rSbKseL,What are the curtains hanging from?,Rod,27056,rod,rod
61E0rSbKseL,Are the curtains patterned?,No,27057,no,no
61E0rSbKseL,What type of hanging method is used at the top?,Tab,27058,curtain,tab
61E0rSbKseL,"According to the text, what is a primary function of these curtains?",Blackout,27059,privacy,blackout
61E0rSbKseL,Does the text describe the curtains as soft?,Yes,27060,yes,yes
61E0rSbKseL,"Based on the text, are these curtains designed for thermal insulation?",Yes,27061,no,yes
61E0rSbKseL,Are these curtains suitable for a child's room according to the text?,Yes,27062,no,yes
61E0rSbKseL,Is the brand UMI mentioned in the provided text?,Yes,27063,yes,yes
71PUV7bBEBL,What is the color of the background?,Black,27064,black and white,black
71PUV7bBEBL,What color is the design?,White,27065,black and white,white
71PUV7bBEBL,What type of design is on the object?,Swirling,27066,swirls,swirling
71PUV7bBEBL,Is there a cutout near the top edge?,Yes,27067,no,yes
71PUV7bBEBL,What product category does this object belong to?,Case,27068,cell phone,case
71PUV7bBEBL,Are the design elements primarily curved lines and shapes?,Yes,27069,yes,yes
71PUV7bBEBL,Does the design cover the entirety of the flat surface shown?,Yes,27070,yes,yes
71PUV7bBEBL,Are the four corners of the object rounded?,Yes,27071,no,yes
71PUV7bBEBL,Does the pattern appear to have any repeated motifs?,Yes,27072,yes,yes
71PUV7bBEBL,What general style of design is represented?,Ornate,27073,modern,ornate
81GF26UFdeL,What type of furniture items are pictured?,barstools,27074,stools,barstools
81GF26UFdeL,What color are the bar stools?,brown,27075,brown,brown
81GF26UFdeL,What shape is the seat?,saddle,27076,rectangle,saddle
81GF26UFdeL,Are these bar stools described with the tag 'high'?,high,27077,yes,high
81GF26UFdeL,Are these stools suitable for a bar?,bar,27078,yes,bar
81GF26UFdeL,What style term from the list describes a potential design influence?,rustic,27079,modern,rustic
81GF26UFdeL,What unit is used for height dimensions in the tags?,inch,27080,12 feet,inch
81GF26UFdeL,Which number from the list likely represents a height in inches?,24,27081,8,24
81GF26UFdeL,"What common feature, represented by a tag, is absent from these stools?",back,27082,legs,back
81GF26UFdeL,What material is the footrest made of?,metal,27083,wood,metal
71lbkxVuYHL,What product is shown?,Case,27084,phone,case
71lbkxVuYHL,Which phone brand is indicated by the logo cutout?,iPhone,27085,apple,iphone
71lbkxVuYHL,What color is the lowest horizontal stripe?,Pink,27086,blue,pink
71lbkxVuYHL,Is the camera cutout located at the top or bottom?,Top,27087,top,top
71lbkxVuYHL,How many visible horizontal color bands are there?,Two,27088,2,two
71lbkxVuYHL,Does the case appear to be made of soft material?,No,27089,no,no
71lbkxVuYHL,Does the texture look flat or textured?,Textured,27090,rough,textured
71lbkxVuYHL,What shape is the cutout for the Apple logo?,Circle,27091,oval,circle
71lbkxVuYHL,Is the design pattern regular or irregular?,Irregular,27092,irregular,irregular
71lbkxVuYHL,"Based on the visual style, does this appear to be a clear case?",No,27093,no,no
81vaVSRjbRL,What is the number in the brand logo?,365,27094,205,365
81vaVSRjbRL,What type of bags are shown?,Kitchen,27095,tall and thin,kitchen
81vaVSRjbRL,How many bags are in the package?,Twenty,27096,6,twenty
81vaVSRjbRL,What is the gallon size of the bags?,Thirteen,27097,large,thirteen
81vaVSRjbRL,What is the closure type of the bags?,Drawstring,27098,zipped up,drawstring
81vaVSRjbRL,What retailer is the 365 Everyday Value brand associated with?,Whole,27099,best buy,whole
81vaVSRjbRL,What strength technology is mentioned on the box?,Flextra,27100,garmin,flextra
81vaVSRjbRL,"Does the box explicitly say ""Waste Bags""?",No,27101,no,no
81vaVSRjbRL,"What word appears under ""365""?",Everyday,27102,all,everyday
81vaVSRjbRL,"How many letters are in the word ""DRAWSTRING""?",Ten,27103,4,ten
91Bxcq9GPDL,What type of object is pictured?,Vase,27104,vase,vase
91Bxcq9GPDL,What is the primary color?,Brown,27105,blue,brown
91Bxcq9GPDL,Does the vase have a visible pattern?,Yes,27106,yes,yes
91Bxcq9GPDL,Is the vase empty?,Yes,27107,yes,yes
91Bxcq9GPDL,What is the base color underneath the pattern?,Grey,27108,white,grey
91Bxcq9GPDL,"Based on the keywords, is this vase specifically described as 'small'?",Yes,27109,yes,yes
91Bxcq9GPDL,"Based on the keywords, is 'farmhouse' a suggested style?",Yes,27110,no,yes
91Bxcq9GPDL,Does the surface pattern appear recessed or raised?,Raised,27111,no,raised
91Bxcq9GPDL,"Based on the keywords, is this object likely a 'floor' vase?",No,27112,yes,no
91Bxcq9GPDL,"Based on the keywords, is this vase suitable for 'centerpieces'?",Yes,27113,yes,yes
71afyS8CpeL,What type of product is shown?,Case,27114,phone,case
71afyS8CpeL,How many main color bands are visible in the design?,Three,27115,2,three
71afyS8CpeL,Is the case flexible?,Yes,27116,yes,yes
71afyS8CpeL,Is the design printed?,Yes,27117,yes,yes
71afyS8CpeL,Is the product multicolor?,Yes,27118,yes,yes
71afyS8CpeL,What material is the case primarily made from based on descriptions?,Silicone,27119,leather,silicone
71afyS8CpeL,What is the brand name associated with this product?,Amazon,27120,samsung,amazon
71afyS8CpeL,Which country's flag is depicted on the case?,Russia,27121,france,russia
71afyS8CpeL,Which phone model is this case designed for?,K5,27122,samsung,k5
71afyS8CpeL,What type of texture does the flag design appear to have?,Distressed,27123,rough,distressed
712r+LPuR5L,What type of accessory is shown?,Case,27124,phone,case
712r+LPuR5L,What animal is featured on the case?,Kitten,27125,cat,kitten
712r+LPuR5L,Is this a front or back cover?,Back,27126,front,back
712r+LPuR5L,What is the primary texture or feel mentioned?,Soft,27127,soft,soft
712r+LPuR5L,Is the design applied via printing?,Printed,27128,yes,printed
712r+LPuR5L,What specific phone brand is this case made for?,Nokia,27129,samsung,nokia
712r+LPuR5L,What other material type is listed besides TPU?,Silicone,27130,plastic,silicone
712r+LPuR5L,What adjective describes the case's bendability?,Flexible,27131,smooth,flexible
712r+LPuR5L,What type of case is it considered in terms of style?,Fashion,27132,case,fashion
712r+LPuR5L,What brand name is associated with this product?,Solimo,27133,nokia,solimo
61Dd6GvF8NL,What is the main color of the case?,Black,27134,black,black
61Dd6GvF8NL,Is this a phone case?,Yes,27135,yes,yes
61Dd6GvF8NL,Which side of the phone does it cover?,Back,27136,left,back
61Dd6GvF8NL,What brand is listed?,Solimo,27137,nokia,solimo
61Dd6GvF8NL,Is the case solid black?,Yes,27138,yes,yes
61Dd6GvF8NL,What phone model does the text mention?,POCO,27139,lg,poco
61Dd6GvF8NL,Are there cutouts visible?,Yes,27140,no,yes
61Dd6GvF8NL,What material is listed for the cover?,polycarbonate,27141,plastic,polycarbonate
61Dd6GvF8NL,Is it described as a hard case?,Yes,27142,yes,yes
61Dd6GvF8NL,Is the fingerprint cutout oval?,Yes,27143,no,yes
81GZxdBM8GL,What is the main object in the image?,Case,27144,phone,case
81GZxdBM8GL,What color is the phone case?,Orange,27145,orange,orange
81GZxdBM8GL,Does the case have a cutout for a camera?,Yes,27146,no,yes
81GZxdBM8GL,What type of pattern is visible on the case surface?,Diagonal,27147,squares,diagonal
81GZxdBM8GL,Is this a phone case or a laptop case?,Phone,27148,phone case,phone
81GZxdBM8GL,"According to the provided text, what brand is associated with this item?",Solimo,27149,samsung,solimo
81GZxdBM8GL,How many individual lenses/sensors appear to be accommodated by the camera cutout shape?,Three,27150,2,three
81GZxdBM8GL,Does the pattern appear to be smooth or have a noticeable texture?,Textured,27151,smooth,textured
81GZxdBM8GL,"Based on the text, what specific device manufacturer is this case likely designed for?",Samsung,27152,samsung,samsung
81GZxdBM8GL,How many diagonal lines run across the width of the visible part of the case?,Four,27153,9,four
81Dkzl9RmdL,What is placed on top of the noodles?,Egg,27154,egg,egg
81Dkzl9RmdL,What color is the sliced vegetable?,Green,27155,green,green
81Dkzl9RmdL,Is there spinach in the bowl?,Yes,27156,yes,yes
81Dkzl9RmdL,What is the primary carbohydrate in the dish?,Noodles,27157,noodles,noodles
81Dkzl9RmdL,Is the egg yolk runny?,Yes,27158,no,yes
81Dkzl9RmdL,How many distinct types of protein are visible?,Two,27159,3,two
81Dkzl9RmdL,Is the meat chopped or sliced?,Chopped,27160,sliced,chopped
81Dkzl9RmdL,Are the vegetable pieces uniform in size?,No,27161,yes,no
81Dkzl9RmdL,What is the general texture of the noodles?,Soft,27162,thick,soft
81Dkzl9RmdL,Is the dish meant to be served cold or hot?,Hot,27163,hot,hot
71wG39VUTIL,What color is the background of the phone case?,Yellow,27164,yellow,yellow
71wG39VUTIL,What style of art is used for the girl?,Anime,27165,anime,anime
71wG39VUTIL,What gesture is the girl making with her left hand?,Peace,27166,thumbs up,peace
71wG39VUTIL,What color is the girl's hair?,Brown,27167,red,brown
71wG39VUTIL,Is the camera cutout located at the top or bottom?,Top,27168,top,top
71wG39VUTIL,What color are the girl's eyes?,Yellow,27169,yellow,yellow
71wG39VUTIL,"Based on the provided information, what brand of phone is this case likely for?",Oppo,27170,apple,oppo
71wG39VUTIL,What type of product is shown in the image?,Case,27171,cell phone,case
71wG39VUTIL,What color is the main garment the girl is wearing?,Green,27172,green,green
71wG39VUTIL,Is the girl looking directly at the viewer?,No,27173,yes,no
71stOsPZpSL,What type of item is depicted?,Case,27174,phone,case
71stOsPZpSL,What insect is primarily shown?,Butterfly,27175,butterfly,butterfly
71stOsPZpSL,What color are the butterflies?,Golden,27176,gold,golden
71stOsPZpSL,What is the main color of the background?,Black,27177,black,black
71stOsPZpSL,Is this a back cover for a phone?,Yes,27178,yes,yes
71stOsPZpSL,Is this case described as flexible?,Yes,27179,no,yes
71stOsPZpSL,Is the case made of a soft material like TPU?,Yes,27180,no,yes
71stOsPZpSL,Is the pattern on the cover printed?,Yes,27181,yes,yes
71stOsPZpSL,Is the style of the case considered designer?,Yes,27182,yes,yes
71stOsPZpSL,Does the pattern feature multiple butterflies?,Yes,27183,yes,yes
91dH18Tgy6L,What is the main color of the sheet set?,Grey,27184,gray,grey
91dH18Tgy6L,What pattern is visible on the folded sheets?,Windowpane,27185,squares,windowpane
91dH18Tgy6L,Is this product intended for bedding?,Yes,27186,yes,yes
91dH18Tgy6L,Does the fabric appear suitable for warm weather?,Yes,27187,yes,yes
91dH18Tgy6L,Is this likely sold as a single item or a set?,Set,27188,single,set
91dH18Tgy6L,"Based on the appearance and likely feel, what fabric type is suggested?",Flannel,27189,cotton,flannel
91dH18Tgy6L,Which European country mentioned in the list might be the origin?,Portugal,27190,france,portugal
91dH18Tgy6L,Are pillow covers shown stacked with the sheets?,No,27191,yes,no
91dH18Tgy6L,Is a fitted sheet likely included in this package?,Yes,27192,yes,yes
91dH18Tgy6L,The term 'heather' often suggests a blend of which material type listed?,Poly,27193,flannel,poly
71R9OKfZkoL,What item of clothing is in the image?,Sandal,27194,shoe,sandal
71R9OKfZkoL,What color is the main part of the shoe?,Brown,27195,brown,brown
71R9OKfZkoL,What material is wrapped around the sole?,Woven,27196,leather,woven
71R9OKfZkoL,Does the shoe have a low heel or a high heel?,High,27197,high,high
71R9OKfZkoL,Is the toe area of the sandal open or closed?,Open,27198,open,open
71R9OKfZkoL,What is the style of the heel?,Wedge,27199,curved,wedge
71R9OKfZkoL,What is the likely texture of the brown upper material?,Suede,27200,leather,suede
71R9OKfZkoL,Is there a strap visible around the ankle?,No,27201,no,no
71R9OKfZkoL,What color is the espadrille wrapping on the sole?,Beige,27202,tan,beige
71R9OKfZkoL,Is there a visible brand logo on the shoe?,No,27203,yes,no
712mzDzC-DL,What is the main ingredient listed on the label?,Apple,27204,apple cider,apple
712mzDzC-DL,How many capsules are in the bottle?,120,27205,3,120
712mzDzC-DL,What is the brand name starting with the letter 'V'?,Vita,27206,vittel,vita
712mzDzC-DL,What color is the bottle containing the supplement?,Brown,27207,brown,brown
712mzDzC-DL,What is the physical form of the supplement inside?,Capsules,27208,apple,capsules
712mzDzC-DL,What is the strength of each capsule in milligrams?,500,27209,100,500
712mzDzC-DL,The product supports healthy weight what?,Management,27210,yes,management
712mzDzC-DL,This product is stated to be made in which country?,USA,27211,united states,usa
712mzDzC-DL,The supplement is described on the label as a natural what?,Cleanser,27212,apple cider,cleanser
712mzDzC-DL,"What word is directly above ""DIETARY SUPPLEMENT""?",Vinegar,27213,vanilla,vinegar
81CCDfnzkSL,What color is the chair?,Beige,27214,white,beige
81CCDfnzkSL,Does the chair have arms?,Yes,27215,yes,yes
81CCDfnzkSL,How many legs does the base have?,Five,27216,4,five
81CCDfnzkSL,Does the chair have wheels?,Yes,27217,yes,yes
81CCDfnzkSL,Is the chair upholstered?,Yes,27218,yes,yes
81CCDfnzkSL,What type of decorative metal pieces are on the arms?,Nailheads,27219,decorative,nailheads
81CCDfnzkSL,What material is the chair base made of?,Metal,27220,metal,metal
81CCDfnzkSL,Is the backrest shaped for support?,Yes,27221,yes,yes
81CCDfnzkSL,Are the chair arms straight or curved at the top?,Curved,27222,curved,curved
81CCDfnzkSL,Is there trim along the arm edges?,Yes,27223,yes,yes
51hwxK-ONeL,What product is in the bottle?,Vinegar,27224,milk,vinegar
51hwxK-ONeL,What color is the liquid inside?,Yellow,27225,white,yellow
51hwxK-ONeL,What number is part of the brand name?,365,27226,36,365
51hwxK-ONeL,Is the vinegar labeled as organic?,Yes,27227,yes,yes
51hwxK-ONeL,What is the volume in fluid ounces?,64,27228,25,64
51hwxK-ONeL,Which grocery store brand is 365 Everyday Value associated with?,Whole,27229,best buy,whole
51hwxK-ONeL,"What word is printed directly above ""White Vinegar""?",Distilled,27230,organic,distilled
51hwxK-ONeL,What fruit is depicted in the logo on the side?,Apple,27231,apple,apple
51hwxK-ONeL,What color is the horizontal band below the brand logo?,Green,27232,green,green
51hwxK-ONeL,Is there an organic certification logo on the label?,Yes,27233,yes,yes
71-vsW-BmdL,What color is the shoe?,Beige,27234,tan,beige
71-vsW-BmdL,Is the footwear a shoe?,Yes,27235,yes,yes
71-vsW-BmdL,Does the shoe have a bow?,Yes,27236,yes,yes
71-vsW-BmdL,Is the shoe a flat?,Yes,27237,yes,yes
71-vsW-BmdL,Is the sole visible?,Yes,27238,yes,yes
71-vsW-BmdL,What brand is listed for this shoe?,Flavia,27239,unknown,flavia
71-vsW-BmdL,Is the sole lighter than the upper?,No,27240,yes,no
71-vsW-BmdL,What design feature is on the vamp?,Stitching,27241,curved,stitching
71-vsW-BmdL,What is the sole material likely?,Rubber,27242,leather,rubber
71-vsW-BmdL,Is the edge stitching contrasting?,No,27243,yes,no
71vg0L0t+BL,What piece of jewelry is shown in the image?,Earrings,27244,necklace,earrings
71vg0L0t+BL,What color are the earrings?,Gold,27245,gold,gold
71vg0L0t+BL,Do the earrings appear large or small?,Large,27246,large,large
71vg0L0t+BL,What is the general shape of the earrings?,Hoop,27247,oval,hoop
71vg0L0t+BL,Is the surface of the earrings shiny?,Yes,27248,yes,yes
71vg0L0t+BL,"According to the provided list, what type of closure do these earrings have?",Click,27249,zipper,click
71vg0L0t+BL,"What material is the base of the earrings made from, according to the list?",Stainless,27250,metal,stainless
71vg0L0t+BL,What term from the list indicates the earrings might be suitable for people with allergies?,Hypoallergenic,27251,no,hypoallergenic
71vg0L0t+BL,What specific descriptor is used in the list to describe the shape of the hoop band?,Flat,27252,oval,flat
71vg0L0t+BL,"What is the approximate diameter of the earrings in millimeters, as specified in the list?",70mm,27253,100,70mm
61khjKjlLUL,What object is primarily shown in the image?,Case,27254,phone,case
61khjKjlLUL,What color is the main body of the phone case?,Black,27255,black,black
61khjKjlLUL,What word is written on the case in white?,Sad,27256,dead,sad
61khjKjlLUL,"According to the list provided, what brand is mentioned?",Solimo,27257,samsung,solimo
61khjKjlLUL,What general type of accessory is this for a mobile device?,Cover,27258,phone,cover
61khjKjlLUL,"Does the image support the description ""Multicolor""?",No,27259,no,no
61khjKjlLUL,Which specific phone brand is mentioned most frequently in the provided text?,Oneplus,27260,samsung,oneplus
61khjKjlLUL,"Based on the image, is this case designed for the front or back of a phone?",Back,27261,front,back
61khjKjlLUL,"Considering the camera cutout, is this case designed for a phone with a single or multiple cameras arranged vertically?",Multiple,27262,multiple,multiple
61khjKjlLUL,What protective item for a phone is shown?,Case,27263,case,case
614a6JNcNdL,What color is the background of the phone case?,Black,27264,black,black
614a6JNcNdL,What shape are the white patterns on the case?,Stars,27265,stars,stars
614a6JNcNdL,Is the item shown a phone case?,Yes,27266,yes,yes
614a6JNcNdL,Does the case appear rigid or flexible?,Flexible,27267,curved,flexible
614a6JNcNdL,Is there a cutout visible for a camera?,Yes,27268,yes,yes
614a6JNcNdL,What is the primary material listed for the case?,Silicone,27269,plastic,silicone
614a6JNcNdL,Is this case described as a Designer Cover?,Yes,27270,yes,yes
614a6JNcNdL,Is this specific case branded as Solimo?,Yes,27271,no,yes
614a6JNcNdL,What type of phone is this case designed for according to the description?,Oppo,27272,smartphone,oppo
614a6JNcNdL,Does the description call this a Printed Cover?,Yes,27273,yes,yes
61OJ8v5YGdL,What is the main color of the case?,Black,27274,black,black
61OJ8v5YGdL,What kind of item is pictured?,Case,27275,phone,case
61OJ8v5YGdL,What color is the sketch?,White,27276,black and white,white
61OJ8v5YGdL,How many figures are in the sketch?,Two,27277,2,two
61OJ8v5YGdL,What are the figures doing?,Kissing,27278,kissing,kissing
61OJ8v5YGdL,Which brand of phone is repeatedly listed as compatible?,LG,27279,lg,lg
61OJ8v5YGdL,What material type of case is mentioned multiple times?,Hard,27280,case is made of plastic,hard
61OJ8v5YGdL,What specific manufacturing technique is listed for some covers?,Printed,27281,phone,printed
61OJ8v5YGdL,What theme does the sketch depict?,Love,27282,lovers,love
61OJ8v5YGdL,Is the phone case viewed from the front or back?,Back,27283,front,back
51AID3+pRIL,What brand name is displayed at the top?,Basic,27284,basic,basic
51AID3+pRIL,What type of product is this for the nose?,Spray,27285,no,spray
51AID3+pRIL,What is the main color of the box background?,Green,27286,green,green
51AID3+pRIL,What strength is advertised?,Maximum,27287,yes,maximum
51AID3+pRIL,What is the volume of the product in fluid ounces?,One,27288,15,one
51AID3+pRIL,What specific delivery method is mentioned for the spray?,Pump,27289,no,pump
51AID3+pRIL,What is the first condition listed that this helps with?,Colds,27290,no,colds
51AID3+pRIL,What chemical abbreviation follows Oxymetazoline on the label?,HCl,27291,hypothermia,hcl
51AID3+pRIL,What word describes the action of the congestion relief?,Relief,27292,no,relief
51AID3+pRIL,What ingredient is added to Maximum Strength?,Menthol,27293,no,menthol
715npOmXLdL,What is the primary color of the sheet?,White,27294,white,white
715npOmXLdL,Is the item in the image a fitted sheet?,Yes,27295,yes,yes
715npOmXLdL,"Based on the attributes, what general category does this item belong to?",Bedding,27296,mattress,bedding
715npOmXLdL,Is the sheet covering a surface like a bed?,Yes,27297,yes,yes
715npOmXLdL,Does the surface of the sheet appear smooth?,Yes,27298,yes,yes
715npOmXLdL,"Considering the 'Softness' attribute, how would the texture likely feel?",Soft,27299,soft,soft
715npOmXLdL,The sheet is described as 'Percale'. Does this type of weave usually feel crisp or silky?,Crisp,27300,soft,crisp
715npOmXLdL,"Given the brand 'Pinzon by Amazon', is this product likely positioned as a budget or luxury item?",Budget,27301,expensive,budget
715npOmXLdL,Is this item included in the 'Bedding' category?,Yes,27302,yes,yes
715npOmXLdL,"Based on the attributes 'Softness' and 'Comfort', would this sheet enhance sleep quality?",Yes,27303,yes,yes
814S7L5EwPL,What color is the boot?,Black,27304,black,black
814S7L5EwPL,What type of footwear is depicted?,Boot,27305,boots,boot
814S7L5EwPL,Does the boot have a sharp toe shape?,Yes,27306,yes,yes
814S7L5EwPL,Is there a visible zipper on the boot?,No,27307,no,no
814S7L5EwPL,What material is the boot stated to be made of?,Pelle,27308,leather,pelle
814S7L5EwPL,What shape is the heel?,Block,27309,pointed,block
814S7L5EwPL,For what gender is this boot primarily intended according to the text?,Ladies,27310,female,ladies
814S7L5EwPL,What season is suggested for this boot in the text?,Spring,27311,winter,spring
814S7L5EwPL,What is one potential work-related use mentioned for the boot?,Business,27312,dress,business
814S7L5EwPL,Is the brand name visible in the image?,No,27313,yes,no
71SPJZg8BtL,What type of item is shown?,Case,27314,phone,case
71SPJZg8BtL,What is the primary color of the object?,Black,27315,black,black
71SPJZg8BtL,What shape is featured prominently on the case?,Heart,27316,heart,heart
71SPJZg8BtL,What color is the heart shape?,Red,27317,red,red
71SPJZg8BtL,Is a human figure depicted within the design?,Yes,27318,yes,yes
71SPJZg8BtL,What is depicted inside the heart outline?,Silhouette,27319,cat,silhouette
71SPJZg8BtL,"Based on the heart's texture, could the design be described as sparkling?",Yes,27320,yes,yes
71SPJZg8BtL,Is the image likely depicting the front or back of the item?,Back,27321,back,back
71SPJZg8BtL,Is this accessory designed to cover the screen?,No,27322,yes,no
71SPJZg8BtL,Can you identify a specific phone model this case fits?,No,27323,no,no
71FBfM4pmIL,Is the phrase 'Whole Foods Market' visible on the label?,Yes,27324,yes,yes
71FBfM4pmIL,What type of product is indicated on the label?,Oil,27325,lemonade,oil
71FBfM4pmIL,What is the specific essential oil scent?,Lemongrass,27326,lemon blossom,lemongrass
71FBfM4pmIL,"What unit of measurement for the size is listed on the label, corresponding to a word in the list?",Ounce,27327,measuring,ounce
71FBfM4pmIL,What is the primary color of the glass bottle?,Amber,27328,yellow,amber
71FBfM4pmIL,The word 'aceite' from the list translates to what word found on the product label?,Oil,27329,lemon,oil
71FBfM4pmIL,"Considering the brand 'Whole Foods Market' and the item 'GROCERY', where is this product most likely sold?",Grocery,27330,yes,grocery
71FBfM4pmIL,The size is given as 1 FL OZ (30mL). How many milliliters are in the bottle?,30,27331,100,30
71FBfM4pmIL,"The label mentions 'Essential Oil'. Based on the list, which word suggests a common application area for essential oils?",Piel,27332,one on top,piel
71FBfM4pmIL,Does the list contain the word 'market' which is part of the brand name?,Yes,27333,no,yes
81E4-hECYKL,What main product is in the image?,coffee,27334,coffee,coffee
81E4-hECYKL,What is the brand name?,amazonfresh,27335,almond blossom,amazonfresh
81E4-hECYKL,What is the coffee flavor?,vanilla,27336,almond blossom,vanilla
81E4-hECYKL,What type of coffee is it?,ground,27337,almond blossom,ground
81E4-hECYKL,What is the roast level?,medium,27338,very good,medium
81E4-hECYKL,What percentage of Arabica beans is used?,hundred,27339,100,hundred
81E4-hECYKL,How many ounces is the net weight?,twelve,27340,100,twelve
81E4-hECYKL,What color is the flavor label?,yellow,27341,yellow,yellow
81E4-hECYKL,What shape is the flavor label?,circle,27342,round,circle
81E4-hECYKL,What type of bean is it?,arabica,27343,coffee,arabica
61gqSljwJQL,What object is shown?,case,27344,phone,case
61gqSljwJQL,What is the background color of the case?,black,27345,black,black
61gqSljwJQL,What color is the design pattern?,white,27346,white,white
61gqSljwJQL,Does the case have a pattern?,yes,27347,yes,yes
61gqSljwJQL,Is the item a phone accessory?,yes,27348,yes,yes
61gqSljwJQL,Which brand is most frequently suggested by the provided text analysis?,Nokia,27349,lg,nokia
61gqSljwJQL,What is the approximate geometric shape of the repeating pattern elements?,scallop,27350,circles,scallop
61gqSljwJQL,How many distinct circular cutouts are present near the top section?,two,27351,8,two
61gqSljwJQL,"Where is the pattern denser, top or bottom?",bottom,27352,top,bottom
61gqSljwJQL,What sensor is likely accommodated by the lower circular cutout?,fingerprint,27353,camera,fingerprint
41m7oupnSSL,What type of product is this?,cleanser,27354,hand,cleanser
41m7oupnSSL,What brand is written on the bottle?,Belei,27355,deuce,belei
41m7oupnSSL,Is the product described as oil-free?,Yes,27356,yes,yes
41m7oupnSSL,What percentage of Benzoyl Peroxide is in the product?,2.5,27357,100,25
41m7oupnSSL,What common skin issue is this product designed to treat?,Acne,27358,no idea,acne
41m7oupnSSL,Is this product formulated for treating whiteheads?,Yes,27359,yes,yes
41m7oupnSSL,"Based on the description, is this product free of added scents?",Yes,27360,yes,yes
41m7oupnSSL,Is this product likely sold under a retailer's own label?,Yes,27361,yes,yes
41m7oupnSSL,Does the product claim to be suitable for breakouts?,Yes,27362,yes,yes
41m7oupnSSL,"Does the label mention ""paraben free""?",Yes,27363,yes,yes
71vgb03OYbL,What is the primary color of the case?,Yellow,27364,yellow,yellow
71vgb03OYbL,What footwear is depicted in the design?,Shoes,27365,sneakers,shoes
71vgb03OYbL,Is this case described as flexible?,Yes,27366,no,yes
71vgb03OYbL,Is this a back cover?,Yes,27367,yes,yes
71vgb03OYbL,What category of item is this?,Case,27368,phone,case
71vgb03OYbL,What specific phone model is this case designed for?,K10,27369,smartphone,k10
71vgb03OYbL,What material type is mentioned for softness?,TPU,27370,cotton,tpu
71vgb03OYbL,Is the art style realistic or stylized?,Stylized,27371,no,stylized
71vgb03OYbL,What retailer brand is associated with this product?,Amazon,27372,samsung,amazon
